Country,Measure Names,month_year,Latitude (generated),Longitude (generated),Value
Gabon,No Measure Value,2022-04,-0.406,11.914,245.333333
Egypt,No Measure Value,2022-04,26.16,28.742,556.1
Denmark,No Measure Value,2022-04,56.113,9.096,68.6
Congo (Brazzaville),No Measure Value,2022-04,0.509,16.08,230.666667
Colombia,No Measure Value,2022-04,3.794,-73.606,752.079397
Chad,No Measure Value,2022-04,15.981,18.781,172.333333
Brazil,No Measure Value,2022-04,-11.694,-48.978,2990.506
Azerbaijan,No Measure Value,2022-04,40.46,47.883,474
Argentina,No Measure Value,2022-04,-33.166,-64.31,544.087178
Angola,No Measure Value,2022-04,-12.836,17.808,1091.833333
Algeria,No Measure Value,2022-04,28.6045,2.64,1181.33552
United States,No Measure Value,2022-05,40.0792,-98.8164,11742
United Kingdom,No Measure Value,2022-05,52.289,-1.259,753.172557
Sudan,No Measure Value,2022-05,15.739,29.533,78.72
South Sudan,No Measure Value,2022-05,7.1,30.48,119
Saudi Arabia,No Measure Value,2022-05,24.191,44.32,10519
Russia,No Measure Value,2022-05,64.736,104.062,10234
Papua New Guinea,No Measure Value,2022-05,-5.636,142.798,34.829363
Oman,No Measure Value,2022-05,19.85,56.25,849
Norway,No Measure Value,2022-05,61.3701,9.3031,1638
Nigeria,No Measure Value,2022-05,9.3417,7.678,1404.967742
Mexico,No Measure Value,2022-05,22.925,-101.68,1689.909576
Malaysia,No Measure Value,2022-05,4.416,102.099,379
Kuwait,No Measure Value,2022-05,29.3169,47.4272,2694
Kazakhstan,No Measure Value,2022-05,48.866,69.772,1868.98
Iraq,No Measure Value,2022-05,33.545,43.278,4305
Iran,No Measure Value,2022-05,33.408,54.0418,2550
Indonesia,No Measure Value,2022-05,-0.739,114.045,607
Guyana,No Measure Value,2022-05,5.17,-58.939,273.387228
Ghana,No Measure Value,2022-05,7.258,-1.062,122.580645
Gabon,No Measure Value,2022-05,-0.406,11.914,186.774194
Egypt,No Measure Value,2022-05,26.16,28.742,590.16129
Denmark,No Measure Value,2022-05,56.113,9.096,62.6
Congo (Brazzaville),No Measure Value,2022-05,0.509,16.08,249.354839
Colombia,No Measure Value,2022-05,3.794,-73.606,746.959535
Chad,No Measure Value,2022-05,15.981,18.781,136.580645
Brazil,No Measure Value,2022-05,-11.694,-48.978,2870.971
Azerbaijan,No Measure Value,2022-05,40.46,47.883,476
Argentina,No Measure Value,2022-05,-33.166,-64.31,548.78387
Angola,No Measure Value,2022-05,-12.836,17.808,1137.193548
Algeria,No Measure Value,2022-05,28.6045,2.64,1192.478467
United States,No Measure Value,2022-06,40.0792,-98.8164,11913
United Kingdom,No Measure Value,2022-06,52.289,-1.259,697.139964
Sudan,No Measure Value,2022-06,15.739,29.533,79.730126
South Sudan,No Measure Value,2022-06,7.1,30.48,122
Saudi Arabia,No Measure Value,2022-06,24.191,44.32,10623
Russia,No Measure Value,2022-06,64.736,104.062,10733
Papua New Guinea,No Measure Value,2022-06,-5.636,142.798,33.963735
Oman,No Measure Value,2022-06,19.85,56.25,856
Norway,No Measure Value,2022-06,61.3701,9.3031,1331
Nigeria,No Measure Value,2022-06,9.3417,7.678,1184.333333
Mexico,No Measure Value,2022-06,22.925,-101.68,1702.2612
Malaysia,No Measure Value,2022-06,4.416,102.099,404
Kuwait,No Measure Value,2022-06,29.3169,47.4272,2724
Kazakhstan,No Measure Value,2022-06,48.866,69.772,1477.52
Iraq,No Measure Value,2022-06,33.545,43.278,4408
Iran,No Measure Value,2022-06,33.408,54.0418,2600
Indonesia,No Measure Value,2022-06,-0.739,114.045,619
Guyana,No Measure Value,2022-06,5.17,-58.939,302.414963
Ghana,No Measure Value,2022-06,7.258,-1.062,126.666667
Gabon,No Measure Value,2022-06,-0.406,11.914,195
Egypt,No Measure Value,2022-06,26.16,28.742,589.5
Denmark,No Measure Value,2022-06,56.113,9.096,65.1
Congo (Brazzaville),No Measure Value,2022-06,0.509,16.08,256.333333
Colombia,No Measure Value,2022-06,3.794,-73.606,753.248355
Chad,No Measure Value,2022-06,15.981,18.781,140.666667
Brazil,No Measure Value,2022-06,-11.694,-48.978,2821.074
Azerbaijan,No Measure Value,2022-06,40.46,47.883,478.010989
Argentina,No Measure Value,2022-06,-33.166,-64.31,546.820758
Angola,No Measure Value,2022-06,-12.836,17.808,1126
Algeria,No Measure Value,2022-06,28.6045,2.64,1200.686229
United States,No Measure Value,2022-07,40.0792,-98.8164,11992
United Kingdom,No Measure Value,2022-07,52.289,-1.259,718.401093
Sudan,No Measure Value,2022-07,15.739,29.533,78.033741
South Sudan,No Measure Value,2022-07,7.1,30.48,146
Saudi Arabia,No Measure Value,2022-07,24.191,44.32,10830
Russia,No Measure Value,2022-07,64.736,104.062,10769
Papua New Guinea,No Measure Value,2022-07,-5.636,142.798,33.098806
Oman,No Measure Value,2022-07,19.85,56.25,865
Norway,No Measure Value,2022-07,61.3701,9.3031,1643
Nigeria,No Measure Value,2022-07,9.3417,7.678,1117.774194
Mexico,No Measure Value,2022-07,22.925,-101.68,1706.888062
Malaysia,No Measure Value,2022-07,4.416,102.099,344
Kuwait,No Measure Value,2022-07,29.3169,47.4272,2768
Kazakhstan,No Measure Value,2022-07,48.866,69.772,1683.03
Iraq,No Measure Value,2022-07,33.545,43.278,4409
Iran,No Measure Value,2022-07,33.408,54.0418,2610
Indonesia,No Measure Value,2022-07,-0.739,114.045,594
Guyana,No Measure Value,2022-07,5.17,-58.939,340.102407
Ghana,No Measure Value,2022-07,7.258,-1.062,122.580645
Gabon,No Measure Value,2022-07,-0.406,11.914,204.129032
Egypt,No Measure Value,2022-07,26.16,28.742,564.16129
Denmark,No Measure Value,2022-07,56.113,9.096,63.4
Congo (Brazzaville),No Measure Value,2022-07,0.509,16.08,223.709677
Colombia,No Measure Value,2022-07,3.794,-73.606,748.286268
Chad,No Measure Value,2022-07,15.981,18.781,136.580645
Brazil,No Measure Value,2022-07,-11.694,-48.978,2955.226
Azerbaijan,No Measure Value,2022-07,40.46,47.883,484.282609
Argentina,No Measure Value,2022-07,-33.166,-64.31,552.469987
Angola,No Measure Value,2022-07,-12.836,17.808,1130.225806
Algeria,No Measure Value,2022-07,28.6045,2.64,1213.381992
United States,No Measure Value,2022-08,40.0792,-98.8164,12123
United Kingdom,No Measure Value,2022-08,52.289,-1.259,636.423662
Sudan,No Measure Value,2022-08,15.739,29.533,78.033741
South Sudan,No Measure Value,2022-08,7.1,30.48,167
Saudi Arabia,No Measure Value,2022-08,24.191,44.32,10944
Russia,No Measure Value,2022-08,64.736,104.062,10611
Papua New Guinea,No Measure Value,2022-08,-5.636,142.798,32.234652
Oman,No Measure Value,2022-08,19.85,56.25,880
Norway,No Measure Value,2022-08,61.3701,9.3031,1783
Nigeria,No Measure Value,2022-08,9.3417,7.678,1102.483871
Mexico,No Measure Value,2022-08,22.925,-101.68,1691.309387
Malaysia,No Measure Value,2022-08,4.416,102.099,395
Kuwait,No Measure Value,2022-08,29.3169,47.4272,2811
Kazakhstan,No Measure Value,2022-08,48.866,69.772,1494.84
Iraq,No Measure Value,2022-08,33.545,43.278,4480
Iran,No Measure Value,2022-08,33.408,54.0418,2620
Indonesia,No Measure Value,2022-08,-0.739,114.045,590.741882
Guyana,No Measure Value,2022-08,5.17,-58.939,364.824248
Ghana,No Measure Value,2022-08,7.258,-1.062,122.580645
Gabon,No Measure Value,2022-08,-0.406,11.914,195.645161
Egypt,No Measure Value,2022-08,26.16,28.742,573.548387
Denmark,No Measure Value,2022-08,56.113,9.096,64.1
Congo (Brazzaville),No Measure Value,2022-08,0.509,16.08,254.354839
Colombia,No Measure Value,2022-08,3.794,-73.606,749.58854
Chad,No Measure Value,2022-08,15.981,18.781,136.580645
Brazil,No Measure Value,2022-08,-11.694,-48.978,3079.272
Azerbaijan,No Measure Value,2022-08,40.46,47.883,492.315217
Argentina,No Measure Value,2022-08,-33.166,-64.31,555.842317
Angola,No Measure Value,2022-08,-12.836,17.808,1092.83871
Algeria,No Measure Value,2022-08,28.6045,2.64,1227.882537
United States,No Measure Value,2022-09,40.0792,-98.8164,12439
United Kingdom,No Measure Value,2022-09,52.289,-1.259,620.796279
Sudan,No Measure Value,2022-09,15.739,29.533,75.489162
South Sudan,No Measure Value,2022-09,7.1,30.48,153
Saudi Arabia,No Measure Value,2022-09,24.191,44.32,11047
Russia,No Measure Value,2022-09,64.736,104.062,10779
Papua New Guinea,No Measure Value,2022-09,-5.636,142.798,31.371197
Oman,No Measure Value,2022-09,19.85,56.25,888
Norway,No Measure Value,2022-09,61.3701,9.3031,1637
Nigeria,No Measure Value,2022-09,9.3417,7.678,1196.833333
Mexico,No Measure Value,2022-09,22.925,-101.68,1685.344238
Malaysia,No Measure Value,2022-09,4.416,102.099,363
Kuwait,No Measure Value,2022-09,29.3169,47.4272,2818
Kazakhstan,No Measure Value,2022-09,48.866,69.772,1443.78
Iraq,No Measure Value,2022-09,33.545,43.278,4408
Iran,No Measure Value,2022-09,33.408,54.0418,2570
Indonesia,No Measure Value,2022-09,-0.739,114.045,593
Guyana,No Measure Value,2022-09,5.17,-58.939,366.313562
Ghana,No Measure Value,2022-09,7.258,-1.062,130
Gabon,No Measure Value,2022-09,-0.406,11.914,193
Egypt,No Measure Value,2022-09,26.16,28.742,566.766667
Denmark,No Measure Value,2022-09,56.113,9.096,57.3
Congo (Brazzaville),No Measure Value,2022-09,0.509,16.08,291
Colombia,No Measure Value,2022-09,3.794,-73.606,753.632944
Chad,No Measure Value,2022-09,15.981,18.781,140.666667
Brazil,No Measure Value,2022-09,-11.694,-48.978,3140.547
Azerbaijan,No Measure Value,2022-09,40.46,47.883,494
Argentina,No Measure Value,2022-09,-33.166,-64.31,567.857248
Angola,No Measure Value,2022-09,-12.836,17.808,1173
Algeria,No Measure Value,2022-09,28.6045,2.64,1221.495784
United States,No Measure Value,2022-10,40.0792,-98.8164,12431
United Kingdom,No Measure Value,2022-10,52.289,-1.259,714.522928
Sudan,No Measure Value,2022-10,15.739,29.533,72.944584
South Sudan,No Measure Value,2022-10,7.1,30.48,160
Saudi Arabia,No Measure Value,2022-10,24.191,44.32,10989
Russia,No Measure Value,2022-10,64.736,104.062,10765
Papua New Guinea,No Measure Value,2022-10,-5.636,142.798,30.508518
Oman,No Measure Value,2022-10,19.85,56.25,893
Norway,No Measure Value,2022-10,61.3701,9.3031,1748
Nigeria,No Measure Value,2022-10,9.3417,7.678,1155.483871
Mexico,No Measure Value,2022-10,22.925,-101.68,1698.20755
Malaysia,No Measure Value,2022-10,4.416,102.099,393
Kuwait,No Measure Value,2022-10,29.3169,47.4272,2811
Kazakhstan,No Measure Value,2022-10,48.866,69.772,1592.02
Iraq,No Measure Value,2022-10,33.545,43.278,4498
Iran,No Measure Value,2022-10,33.408,54.0418,2550
Indonesia,No Measure Value,2022-10,-0.739,114.045,604
Guyana,No Measure Value,2022-10,5.17,-58.939,372.910153
Ghana,No Measure Value,2022-10,7.258,-1.062,153.225806
Gabon,No Measure Value,2022-10,-0.406,11.914,212.354839
Egypt,No Measure Value,2022-10,26.16,28.742,563.935484
Denmark,No Measure Value,2022-10,56.113,9.096,64.3
Congo (Brazzaville),No Measure Value,2022-10,0.509,16.08,221.709677
Colombia,No Measure Value,2022-10,3.794,-73.606,757.058086
Chad,No Measure Value,2022-10,15.981,18.781,136.580645
Brazil,No Measure Value,2022-10,-11.694,-48.978,3237.153
Azerbaijan,No Measure Value,2022-10,40.46,47.883,494
Argentina,No Measure Value,2022-10,-33.166,-64.31,582.56607
Angola,No Measure Value,2022-10,-12.836,17.808,943.774194
Algeria,No Measure Value,2022-10,28.6045,2.64,1228.598309
United States,No Measure Value,2022-11,40.0792,-98.8164,12467
United Kingdom,No Measure Value,2022-11,52.289,-1.259,753.278965
Sudan,No Measure Value,2022-11,15.739,29.533,72.096391
South Sudan,No Measure Value,2022-11,7.1,30.48,81
Saudi Arabia,No Measure Value,2022-11,24.191,44.32,10471
Russia,No Measure Value,2022-11,64.736,104.062,10938
Papua New Guinea,No Measure Value,2022-11,-5.636,142.798,29.646537
Oman,No Measure Value,2022-11,19.85,56.25,846
Norway,No Measure Value,2022-11,61.3701,9.3031,1747
Nigeria,No Measure Value,2022-11,9.3417,7.678,1271.7
Mexico,No Measure Value,2022-11,22.925,-101.68,1706.144989
Malaysia,No Measure Value,2022-11,4.416,102.099,410
Kuwait,No Measure Value,2022-11,29.3169,47.4272,2676
Kazakhstan,No Measure Value,2022-11,48.866,69.772,1963.38
Iraq,No Measure Value,2022-11,33.545,43.278,4372
Iran,No Measure Value,2022-11,33.408,54.0418,2595
Indonesia,No Measure Value,2022-11,-0.739,114.045,620
Guyana,No Measure Value,2022-11,5.17,-58.939,359.487893
Ghana,No Measure Value,2022-11,7.258,-1.062,126.666667
Gabon,No Measure Value,2022-11,-0.406,11.914,190
Egypt,No Measure Value,2022-11,26.16,28.742,570.166667
Denmark,No Measure Value,2022-11,56.113,9.096,64.9
Congo (Brazzaville),No Measure Value,2022-11,0.509,16.08,261.333333
Colombia,No Measure Value,2022-11,3.794,-73.606,771.247139
Chad,No Measure Value,2022-11,15.981,18.781,109
Brazil,No Measure Value,2022-11,-11.694,-48.978,3088.168
Azerbaijan,No Measure Value,2022-11,40.46,47.883,494
Argentina,No Measure Value,2022-11,-33.166,-64.31,583.916332
Angola,No Measure Value,2022-11,-12.836,17.808,1113.833333
Algeria,No Measure Value,2022-11,28.6045,2.64,1199.602079
United States,No Measure Value,2022-12,40.0792,-98.8164,12175
United Kingdom,No Measure Value,2022-12,52.289,-1.259,738.537375
Sudan,No Measure Value,2022-12,15.739,29.533,70.400005
South Sudan,No Measure Value,2022-12,7.1,30.48,102
Saudi Arabia,No Measure Value,2022-12,24.191,44.32,10473
Russia,No Measure Value,2022-12,64.736,104.062,10959
Papua New Guinea,No Measure Value,2022-12,-5.636,142.798,28.785254
Oman,No Measure Value,2022-12,19.85,56.25,848
Norway,No Measure Value,2022-12,61.3701,9.3031,1770
Nigeria,No Measure Value,2022-12,9.3417,7.678,1425.032258
Mexico,No Measure Value,2022-12,22.925,-101.68,1576.239502
Malaysia,No Measure Value,2022-12,4.416,102.099,401
Kuwait,No Measure Value,2022-12,29.3169,47.4272,2548
Kazakhstan,No Measure Value,2022-12,48.866,69.772,1966.75
Iraq,No Measure Value,2022-12,33.545,43.278,4389
Iran,No Measure Value,2022-12,33.408,54.0418,2610
Indonesia,No Measure Value,2022-12,-0.739,114.045,610
Guyana,No Measure Value,2022-12,5.17,-58.939,371.396748
Ghana,No Measure Value,2022-12,7.258,-1.062,153.225806
Gabon,No Measure Value,2022-12,-0.406,11.914,200.322581
Egypt,No Measure Value,2022-12,26.16,28.742,568.16129
Denmark,No Measure Value,2022-12,56.113,9.096,59.4
Congo (Brazzaville),No Measure Value,2022-12,0.509,16.08,223.709677
Colombia,No Measure Value,2022-12,3.794,-73.606,784.619241
Chad,No Measure Value,2022-12,15.981,18.781,136.580645
Brazil,No Measure Value,2022-12,-11.694,-48.978,3066.486
Azerbaijan,No Measure Value,2022-12,40.46,47.883,494
Argentina,No Measure Value,2022-12,-33.166,-64.31,585.511268
Angola,No Measure Value,2022-12,-12.836,17.808,1119.193548
Algeria,No Measure Value,2022-12,28.6045,2.64,1189.312294
United States,No Measure Value,2023-01,40.0792,-98.8164,12611
United Kingdom,No Measure Value,2023-01,52.289,-1.259,737.1634
Sudan,No Measure Value,2023-01,15.739,29.533,80
South Sudan,No Measure Value,2023-01,7.1,30.48,133
Saudi Arabia,No Measure Value,2023-01,24.191,44.32,10408
Russia,No Measure Value,2023-01,64.736,104.062,10942
Papua New Guinea,No Measure Value,2023-01,-5.636,142.798,37.150571
Oman,No Measure Value,2023-01,19.85,56.25,843
Norway,No Measure Value,2023-01,61.3701,9.3031,1765
Nigeria,No Measure Value,2023-01,9.3417,7.678,1404.83871
Mexico,No Measure Value,2023-01,22.925,-101.68,1584.304108
Malaysia,No Measure Value,2023-01,4.416,102.099,399
Kuwait,No Measure Value,2023-01,29.3169,47.4272,2735
Kazakhstan,No Measure Value,2023-01,48.866,69.772,1956.75
Iraq,No Measure Value,2023-01,33.545,43.278,4291
Iran,No Measure Value,2023-01,33.408,54.0418,2485
Indonesia,No Measure Value,2023-01,-0.739,114.045,618
Guyana,No Measure Value,2023-01,5.17,-58.939,371.927584
Ghana,No Measure Value,2023-01,7.258,-1.062,153.225806
Gabon,No Measure Value,2023-01,-0.406,11.914,178.870968
Egypt,No Measure Value,2023-01,26.16,28.742,556.451613
Denmark,No Measure Value,2023-01,56.113,9.096,64.6
Congo (Brazzaville),No Measure Value,2023-01,0.509,16.08,194.032258
Colombia,No Measure Value,2023-01,3.794,-73.606,773.948264
Chad,No Measure Value,2023-01,15.981,18.781,136.580645
Brazil,No Measure Value,2023-01,-11.694,-48.978,3267.345
Azerbaijan,No Measure Value,2023-01,40.46,47.883,494
Argentina,No Measure Value,2023-01,-33.166,-64.31,592.271153
Angola,No Measure Value,2023-01,-12.836,17.808,1178.774194
Algeria,No Measure Value,2023-01,28.6045,2.64,1190.697782
United States,No Measure Value,2023-02,40.0792,-98.8164,12591
United Kingdom,No Measure Value,2023-02,52.289,-1.259,729.381833
Sudan,No Measure Value,2023-02,15.739,29.533,67
South Sudan,No Measure Value,2023-02,7.1,30.48,125
Saudi Arabia,No Measure Value,2023-02,24.191,44.32,10441
Russia,No Measure Value,2023-02,64.736,104.062,11083
Papua New Guinea,No Measure Value,2023-02,-5.636,142.798,36.307976
Oman,No Measure Value,2023-02,19.85,56.25,856
Norway,No Measure Value,2023-02,61.3701,9.3031,1779
Nigeria,No Measure Value,2023-02,9.3417,7.678,1583.321429
Mexico,No Measure Value,2023-02,22.925,-101.68,1582.18055
Malaysia,No Measure Value,2023-02,4.416,102.099,396
Kuwait,No Measure Value,2023-02,29.3169,47.4272,2697
Kazakhstan,No Measure Value,2023-02,48.866,69.772,1924.77
Iraq,No Measure Value,2023-02,33.545,43.278,4261
Iran,No Measure Value,2023-02,33.408,54.0418,2505
Indonesia,No Measure Value,2023-02,-0.739,114.045,624
Guyana,No Measure Value,2023-02,5.17,-58.939,390.088652
Ghana,No Measure Value,2023-02,7.258,-1.062,101.785714
Gabon,No Measure Value,2023-02,-0.406,11.914,173.714286
Egypt,No Measure Value,2023-02,26.16,28.742,559.535714
Denmark,No Measure Value,2023-02,56.113,9.096,58.6
Congo (Brazzaville),No Measure Value,2023-02,0.509,16.08,318.357143
Colombia,No Measure Value,2023-02,3.794,-73.606,759.953304
Chad,No Measure Value,2023-02,15.981,18.781,149.714286
Brazil,No Measure Value,2023-02,-11.694,-48.978,3254.793
Azerbaijan,No Measure Value,2023-02,40.46,47.883,494
Argentina,No Measure Value,2023-02,-33.166,-64.31,602.938453
Angola,No Measure Value,2023-02,-12.836,17.808,1036.428571
Algeria,No Measure Value,2023-02,28.6045,2.64,1197.325924
United States,No Measure Value,2023-03,40.0792,-98.8164,12815
United Kingdom,No Measure Value,2023-03,52.289,-1.259,717.281782
Sudan,No Measure Value,2023-03,15.739,29.533,64
South Sudan,No Measure Value,2023-03,7.1,30.48,103
Saudi Arabia,No Measure Value,2023-03,24.191,44.32,10414
Russia,No Measure Value,2023-03,64.736,104.062,10769
Papua New Guinea,No Measure Value,2023-03,-5.636,142.798,35.466059
Oman,No Measure Value,2023-03,19.85,56.25,846
Norway,No Measure Value,2023-03,61.3701,9.3031,1834
Nigeria,No Measure Value,2023-03,9.3417,7.678,1534.064516
Mexico,No Measure Value,2023-03,22.925,-101.68,1597.108185
Malaysia,No Measure Value,2023-03,4.416,102.099,392
Kuwait,No Measure Value,2023-03,29.3169,47.4272,2676
Kazakhstan,No Measure Value,2023-03,48.866,69.772,1924.07
Iraq,No Measure Value,2023-03,33.545,43.278,4220
Iran,No Measure Value,2023-03,33.408,54.0418,2450
Indonesia,No Measure Value,2023-03,-0.739,114.045,622
Guyana,No Measure Value,2023-03,5.17,-58.939,374.135182
Ghana,No Measure Value,2023-03,7.258,-1.062,91.935484
Gabon,No Measure Value,2023-03,-0.406,11.914,201.709677
Egypt,No Measure Value,2023-03,26.16,28.742,560.903226
Denmark,No Measure Value,2023-03,56.113,9.096,60
Congo (Brazzaville),No Measure Value,2023-03,0.509,16.08,281.064516
Colombia,No Measure Value,2023-03,3.794,-73.606,771.710683
Chad,No Measure Value,2023-03,15.981,18.781,136.580645
Brazil,No Measure Value,2023-03,-11.694,-48.978,3108.582
Azerbaijan,No Measure Value,2023-03,40.46,47.883,494
Argentina,No Measure Value,2023-03,-33.166,-64.31,606.923965
Angola,No Measure Value,2023-03,-12.836,17.808,895.935484
Algeria,No Measure Value,2023-03,28.6045,2.64,1196.842415
United States,No Measure Value,2023-04,40.0792,-98.8164,12680
United Kingdom,No Measure Value,2023-04,52.289,-1.259,698.805618
Sudan,No Measure Value,2023-04,15.739,29.533,68
South Sudan,No Measure Value,2023-04,7.1,30.48,130
Saudi Arabia,No Measure Value,2023-04,24.191,44.32,10457
Russia,No Measure Value,2023-04,64.736,104.062,10679
Papua New Guinea,No Measure Value,2023-04,-5.636,142.798,34.624894
Oman,No Measure Value,2023-04,19.85,56.25,849
Norway,No Measure Value,2023-04,61.3701,9.3031,1802
Nigeria,No Measure Value,2023-04,9.3417,7.678,1311.5
Mexico,No Measure Value,2023-04,22.925,-101.68,1607.622543
Malaysia,No Measure Value,2023-04,4.416,102.099,374
Kuwait,No Measure Value,2023-04,29.3169,47.4272,2603
Kazakhstan,No Measure Value,2023-04,48.866,69.772,1929.6
Iraq,No Measure Value,2023-04,33.545,43.278,4006
Iran,No Measure Value,2023-04,33.408,54.0418,2525
Indonesia,No Measure Value,2023-04,-0.739,114.045,614
Guyana,No Measure Value,2023-04,5.17,-58.939,371.572254
Ghana,No Measure Value,2023-04,7.258,-1.062,126.666667
Gabon,No Measure Value,2023-04,-0.406,11.914,243
Egypt,No Measure Value,2023-04,26.16,28.742,581.766667
Denmark,No Measure Value,2023-04,56.113,9.096,56.2
Congo (Brazzaville),No Measure Value,2023-04,0.509,16.08,228.666667
Colombia,No Measure Value,2023-04,3.794,-73.606,782.87308
Chad,No Measure Value,2023-04,15.981,18.781,140.666667
Brazil,No Measure Value,2023-04,-11.694,-48.978,3134.482
Azerbaijan,No Measure Value,2023-04,40.46,47.883,494
Argentina,No Measure Value,2023-04,-33.166,-64.31,603.863969
Angola,No Measure Value,2023-04,-12.836,17.808,1125.666667
Algeria,No Measure Value,2023-04,28.6045,2.64,1194.63868
United States,No Measure Value,2023-05,40.0792,-98.8164,12730
United Kingdom,No Measure Value,2023-05,52.289,-1.259,667.792189
Sudan,No Measure Value,2023-05,15.739,29.533,76
South Sudan,No Measure Value,2023-05,7.1,30.48,138
Saudi Arabia,No Measure Value,2023-05,24.191,44.32,9970
Russia,No Measure Value,2023-05,64.736,104.062,10615
Papua New Guinea,No Measure Value,2023-05,-5.636,142.798,33.784482
Oman,No Measure Value,2023-05,19.85,56.25,824
Norway,No Measure Value,2023-05,61.3701,9.3031,1784
Nigeria,No Measure Value,2023-05,9.3417,7.678,1444.677419
Mexico,No Measure Value,2023-05,22.925,-101.68,1611.382301
Malaysia,No Measure Value,2023-05,4.416,102.099,345
Kuwait,No Measure Value,2023-05,29.3169,47.4272,2548
Kazakhstan,No Measure Value,2023-05,48.866,69.772,1864.66
Iraq,No Measure Value,2023-05,33.545,43.278,4096
Iran,No Measure Value,2023-05,33.408,54.0418,2720
Indonesia,No Measure Value,2023-05,-0.739,114.045,614
Guyana,No Measure Value,2023-05,5.17,-58.939,374.446426
Ghana,No Measure Value,2023-05,7.258,-1.062,122.580645
Gabon,No Measure Value,2023-05,-0.406,11.914,208.483871
Egypt,No Measure Value,2023-05,26.16,28.742,564.870968
Denmark,No Measure Value,2023-05,56.113,9.096,50.6
Congo (Brazzaville),No Measure Value,2023-05,0.509,16.08,281.064516
Colombia,No Measure Value,2023-05,3.794,-73.606,774.512088
Chad,No Measure Value,2023-05,15.981,18.781,136.580645
Brazil,No Measure Value,2023-05,-11.694,-48.978,3194.325
Azerbaijan,No Measure Value,2023-05,40.46,47.883,494
Argentina,No Measure Value,2023-05,-33.166,-64.31,603.519054
Angola,No Measure Value,2023-05,-12.836,17.808,1038.83871
Algeria,No Measure Value,2023-05,28.6045,2.64,1147.645635
United States,No Measure Value,2023-06,40.0792,-98.8164,12866
United Kingdom,No Measure Value,2023-06,52.289,-1.259,661.592797
Sudan,No Measure Value,2023-06,15.739,29.533,64
South Sudan,No Measure Value,2023-06,7.1,30.48,150
Saudi Arabia,No Measure Value,2023-06,24.191,44.32,9952
Russia,No Measure Value,2023-06,64.736,104.062,10530
Papua New Guinea,No Measure Value,2023-06,-5.636,142.798,32.944823
Oman,No Measure Value,2023-06,19.85,56.25,842
Norway,No Measure Value,2023-06,61.3701,9.3031,1814
Nigeria,No Measure Value,2023-06,9.3417,7.678,1454.166667
Mexico,No Measure Value,2023-06,22.925,-101.68,1608.716309
Malaysia,No Measure Value,2023-06,4.416,102.099,372
Kuwait,No Measure Value,2023-06,29.3169,47.4272,2548
Kazakhstan,No Measure Value,2023-06,48.866,69.772,1886.06
Iraq,No Measure Value,2023-06,33.545,43.278,4139
Iran,No Measure Value,2023-06,33.408,54.0418,2750
Indonesia,No Measure Value,2023-06,-0.739,114.045,611
Guyana,No Measure Value,2023-06,5.17,-58.939,395.135793
Ghana,No Measure Value,2023-06,7.258,-1.062,126.666667
Gabon,No Measure Value,2023-06,-0.406,11.914,218
Egypt,No Measure Value,2023-06,26.16,28.742,568.466667
Denmark,No Measure Value,2023-06,56.113,9.096,60.6
Congo (Brazzaville),No Measure Value,2023-06,0.509,16.08,228.666667
Colombia,No Measure Value,2023-06,3.794,-73.606,777.682091
Chad,No Measure Value,2023-06,15.981,18.781,140.666667
Brazil,No Measure Value,2023-06,-11.694,-48.978,3359.42
Azerbaijan,No Measure Value,2023-06,40.46,47.883,494
Argentina,No Measure Value,2023-06,-33.166,-64.31,594.127017
Angola,No Measure Value,2023-06,-12.836,17.808,1093.666667
Algeria,No Measure Value,2023-06,28.6045,2.64,1127.198597
United States,No Measure Value,2023-07,40.0792,-98.8164,12935
United Kingdom,No Measure Value,2023-07,52.289,-1.259,634.70314
Sudan,No Measure Value,2023-07,15.739,29.533,74.912391
South Sudan,No Measure Value,2023-07,7.1,30.48,162
Saudi Arabia,No Measure Value,2023-07,24.191,44.32,9014
Russia,No Measure Value,2023-07,64.736,104.062,10478
Papua New Guinea,No Measure Value,2023-07,-5.636,142.798,32.105841
Oman,No Measure Value,2023-07,19.85,56.25,832
Norway,No Measure Value,2023-07,61.3701,9.3031,1834
Nigeria,No Measure Value,2023-07,9.3417,7.678,1237.806452
Mexico,No Measure Value,2023-07,22.925,-101.68,1573.355011
Malaysia,No Measure Value,2023-07,4.416,102.099,371
Kuwait,No Measure Value,2023-07,29.3169,47.4272,2537
Kazakhstan,No Measure Value,2023-07,48.866,69.772,1798.66
Iraq,No Measure Value,2023-07,33.545,43.278,4243
Iran,No Measure Value,2023-07,33.408,54.0418,3050
Indonesia,No Measure Value,2023-07,-0.739,114.045,602.870972
Guyana,No Measure Value,2023-07,5.17,-58.939,387.623824
Ghana,No Measure Value,2023-07,7.258,-1.062,153.225806
Gabon,No Measure Value,2023-07,-0.406,11.914,195.483871
Egypt,No Measure Value,2023-07,26.16,28.742,565.580645
Denmark,No Measure Value,2023-07,56.113,9.096,53.5
Congo (Brazzaville),No Measure Value,2023-07,0.509,16.08,251.387097
Colombia,No Measure Value,2023-07,3.794,-73.606,782.302694
Chad,No Measure Value,2023-07,15.981,18.781,136.580645
Brazil,No Measure Value,2023-07,-11.694,-48.978,3505.743
Azerbaijan,No Measure Value,2023-07,40.46,47.883,494
