Day of Date,Header_Exporter,Gas Origin,Header_Importer,Target Country,Interconnection Point,flows_bcm
"June 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005942636
"June 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005641192
"June 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006004962
"June 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.0062151
"June 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006680617
"June 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006577052
"June 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007196769
"June 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005676692
"June 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005871863
"July 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006913829
"July 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007036735
"July 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.008803271
"July 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007218447
"July 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006075519
"July 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00771114
"July 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00759873
"July 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.010183554
"July 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.011645852
"July 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00698089
"July 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007060755
"July 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007948665
"July 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.009822922
"July 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.012604668
"July 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.041254201
"July 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.06153779
"July 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.065761079
"July 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068201364
"July 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.061555506
"July 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069451516
"July 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.066420581
"July 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068658507
"July 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074069415
"July 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075490478
"July 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076190262
"July 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070231469
"July 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078333334
"July 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074601752
"July 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07210401
"July 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069628558
"July 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080589421
"August 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.055812563
"August 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.056436539
"August 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.044440547
"August 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.046421755
"August 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.059419751
"August 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.064433423
"August 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.067087455
"August 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.064953608
"August 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073736978
"August 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.062759985
"August 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.06201843
"August 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070531671
"August 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.066709266
"August 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.072095621
"August 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069416965
"August 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.064266286
"August 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068110687
"August 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.066172765
"August 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.038211848
"August 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.03862625
"August 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.04576091
"August 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.040221731
"August 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.04461936
"August 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.014032572
"August 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.010584902
"August 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.013328892
"August 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.013441977
"August 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.010735232
"August 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.02995726
"August 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.010169509
"August 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.009728763
"September 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.008173319
"September 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00678993
"September 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00763756
"September 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007431616
"September 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006351625
"September 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006689979
"September 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00533814
"September 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005740983
"September 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007430515
"September 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00550877
"September 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004699324
"September 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004390931
"September 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004952218
"September 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004284843
"September 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004625135
"September 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005415171
"September 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004967606
"September 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006332757
"September 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006208793
"September 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005894876
"September 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007179292
"September 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.003752063
"September 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.004579534
"September 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005076047
"September 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.021111989
"September 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005105864
"September 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.040128207
"September 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.025665596
"September 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.03506636
"September 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.039578722
"October 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.046872349
"October 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.051435312
"October 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.043652292
"October 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.02804436
"October 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.036730414
"October 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.033518956
"October 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.039753479
"October 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.027626855
"October 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.035048982
"October 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.059310725
"October 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.057579733
"October 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070065716
"October 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068580659
"October 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073813479
"October 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074233202
"October 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070013314
"October 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.05251904
"October 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.06338704
"October 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.061841239
"October 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071233847
"October 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.058412395
"October 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.054696783
"October 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.063874818
"October 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.06053639
"October 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.055395173
"October 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071201385
"October 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07291878
"October 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074342946
"October 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075279013
"October 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077834971
"October 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078074727
"November 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079397542
"November 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079915755
"November 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076039791
"November 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079985142
"November 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079627409
"November 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077392971
"November 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07534291
"November 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079152469
"November 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078990505
"November 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07900146
"November 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078945536
"November 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076849492
"November 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071651751
"November 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.072088902
"November 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07227498
"November 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077641457
"November 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078493608
"November 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079278063
"November 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079522774
"November 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080033868
"November 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080395542
"November 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079950606
"November 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079712945
"November 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079175018
"November 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078766603
"November 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079125509
"November 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080103132
"November 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080695449
"November 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.087814298
"November 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.088864334
"December 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.088304994
"December 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.087736955
"December 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.088325728
"December 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.084537684
"December 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.086595023
"December 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.090119181
"December 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.088357134
"December 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.086681871
"December 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.083969082
"December 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.084586691
"December 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.082398121
"December 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081321141
"December 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080346378
"December 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080064544
"December 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080571102
"December 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080510791
"December 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080132172
"December 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080285933
"December 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080515918
"December 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080377874
"December 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.084282659
"December 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.082523318
"December 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080720435
"December 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081762151
"December 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081011772
"December 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080849978
"December 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080870565
"December 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081017416
"December 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080846824
"December 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080465231
"December 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.08050406
"January 1, 2024",Exporter,Norway,Importer,United Kingdom,Easington,0.080704379
"January 2, 2024",Exporter,Norway,Importer,United Kingdom,Easington,0.08077773
"January 3, 2024",Exporter,Norway,Importer,United Kingdom,Easington,0.082013007
"January 4, 2024",Exporter,Norway,Importer,United Kingdom,Easington,0.089166983
"January 5, 2024",Exporter,Norway,Importer,United Kingdom,Easington,0.089112209
"January 6, 2024",Exporter,Norway,Importer,United Kingdom,Easington,0.089662251
